title,description,article_text,labels
"Contrat d’engagement jeune, Covid-19, Calais : l’actualité décryptée dans Points de Vue","Contrat d’engagement jeune, Covid-19, Calais : on décrypte l’actualité avec Emmanuel Dubarry, Didier Leschi et Vincent Bordenave","Contrat d’engagement jeune, Covid-19, Calais : l’actualité décryptée dans Points de Vue
Contrat d’engagement jeune, Covid-19, Calais : on décrypte l’actualité avec Emmanuel Dubarry, Didier Leschi et Vincent Bordenave",autre
Notre système immunitaire s’est-il affaibli avec le Covid-19 ?,"Nez qui coule, gorge qui gratte, toux : ces symptômes vous sont probablement familiers. Et pour cause, la chute des températures s’accompagne d’un retour des virus hivernaux. L’an dernier, les confinements successifs ajoutés au respect des mesures barrières, ont occasionné une circulation plus faible de ces virus. Moins exposé aux bactéries de tous les jours, notre système immunitaire pourrait s’être affaibli.","Notre système immunitaire s’est-il affaibli avec le Covid-19 ?
Nez qui coule, gorge qui gratte, toux : ces symptômes vous sont probablement familiers. Et pour cause, la chute des températures s’accompagne d’un retour des virus hivernaux. L’an dernier, les confinements successifs ajoutés au respect des mesures barrières, ont occasionné une circulation plus faible de ces virus. Moins exposé aux bactéries de tous les jours, notre système immunitaire pourrait s’être affaibli.",autre
"""Rien ne montre que la situation va s’améliorer"", alerte l'Allemagne face à la flambée du Covid-19","L’Allemagne, à l’image d’une large partie de l’Europe, fait face à une flambée des cas de Covid-19. Le président de l’Institut de veille sanitaire précise par ailleurs que certains hôpitaux allemands «atteignent déjà le maximum de leurs capacités» face à cette reprise épidémique.","«Rien ne montre que la situation va s’améliorer», alerte l'Allemagne face à la flambée du Covid-19
L’Allemagne, à l’image d’une large partie de l’Europe, fait face à une flambée des cas de Covid-19. Le président de l’Institut de veille sanitaire précise par ailleurs que certains hôpitaux allemands «atteignent déjà le maximum de leurs capacités» face à cette reprise épidémique.",autre
"Covid-19: ""Cette troisième dose est très importante"", assure Odile Launay","Chaque matin, à 8h12, suivez en direct l’édito de Guillaume Tabard (Le Figaro) ainsi que l’interview politique de Renaud Blanc (Radio Classique). Aujourd’hui, l’invitée était Odile Launay, infectiologue, membre du comité vaccin Covid-19.","Covid-19: «Cette troisième dose est très importante», assure Odile Launay
Chaque matin, à 8h12, suivez en direct l’édito de Guillaume Tabard (Le Figaro) ainsi que l’interview politique de Renaud Blanc (Radio Classique). Aujourd’hui, l’invitée était Odile Launay, infectiologue, membre du comité vaccin Covid-19.",autre
Coronavirus : couvre-feu imposé aux bars et restaurants en Irlande du Nord,"L'Irlande du Nord a ordonné aux bars et restaurants de fermer à 23h à partir de mercredi, afin de lutter contre la propagation du nouveau coronavirus. «Socialiser plus tard dans la soirée augmente le risque de propagation du virus car les gens respectent moins strictement les règles après avoir consommé de l'alcool, dans des lieux où ils ont l'habitude de se mélanger librement», a justifié la Première ministre nord-irlandaise Arlene Foster.Arlene Foster a précisé qu'il n'y aurait «aucune exception donc les mariages et autres événements sociaux importants devront également se conformer» aux nouvelles règles.Le nombre de personnes testées positives au Covid-19 a grimpé ces dernières semaines dans la province britannique, avec 1 513 cas positifs recensés les sept derniers jours.","L'Irlande du Nord a ordonné aux bars et restaurants de fermer à 23h à partir de mercredi, afin de lutter contre la propagation du nouveau coronavirus. «Socialiser plus tard dans la soirée augmente le risque de propagation du virus car les gens respectent moins strictement les règles après avoir consommé de l'alcool, dans des lieux où ils ont l'habitude de se mélanger librement», a justifié la Première ministre nord-irlandaise Arlene Foster.
Arlene Foster a précisé qu'il n'y aurait «aucune exception donc les mariages et autres événements sociaux importants devront également se conformer» aux nouvelles règles.
Le nombre de personnes testées positives au Covid-19 a grimpé ces dernières semaines dans la province britannique, avec 1 513 cas positifs recensés les sept derniers jours.",autre
Trump annonce la distribution de 150 millions de tests rapides pour le coronavirus,"Le président Donald Trump a annoncé lundi la distribution aux Etats-Unis de 150 millions de tests rapides pour détecter le coronavirus en 15 minutes. Cette méthode, comparable aux tests de grossesse, est bien plus rapide que les tests moléculaires utilisés depuis le début de la pandémie. De nombreux experts de santé publique militent depuis des mois pour l'utilisation de ces tests dits antigéniques peu coûteux afin de permettre aux gens de se tester plusieurs fois par semaine au besoin, et d'avoir un résultat quasi-immédiatement, arguant qu'un test ultra-précis dont le résultat n'est connu que cinq ou sept jours plus tard est inutile, la période infectieuse étant alors généralement passée.Les tests antigéniques sont généralement moins sensibles que les tests moléculaires traditionnels (PCR), c'est-à-dire qu'ils ne vont pas détecter un certain nombre de cas. Mais ces chercheurs expliquent qu'en termes de santé publique, ils seront plus utiles puisqu'avec l'augmentation des volumes de tests, un plus grand nombre de cas au total pourra être détecté. Sans compter que le test est généralement le meilleur au pic de contagiosité, au moment où il est crucial d'isoler les cas positifs. (Photo AFP)","Le président Donald Trump a annoncé lundi la distribution aux Etats-Unis de 150 millions de tests rapides pour détecter le coronavirus en 15 minutes. Cette méthode, comparable aux tests de grossesse, est bien plus rapide que les tests moléculaires utilisés depuis le début de la pandémie. De nombreux experts de santé publique militent depuis des mois pour l'utilisation de ces tests dits antigéniques peu coûteux afin de permettre aux gens de se tester plusieurs fois par semaine au besoin, et d'avoir un résultat quasi-immédiatement, arguant qu'un test ultra-précis dont le résultat n'est connu que cinq ou sept jours plus tard est inutile, la période infectieuse étant alors généralement passée.
Les tests antigéniques sont généralement moins sensibles que les tests moléculaires traditionnels (PCR), c'est-à-dire qu'ils ne vont pas détecter un certain nombre de cas. Mais ces chercheurs expliquent qu'en termes de santé publique, ils seront plus utiles puisqu'avec l'augmentation des volumes de tests, un plus grand nombre de cas au total pourra être détecté. Sans compter que le test est généralement le meilleur au pic de contagiosité, au moment où il est crucial d'isoler les cas positifs. (Photo AFP)",autre
"Rugby : ""Plusieurs cas positifs"" au Covid-19 au Racing 92, qualifié pour la finale de Coupe d’Europe","A 16 jours de sa finale de Coupe d'Europe de rugby contre les Anglais d'Exeter à Bristol (Angleterre) le 17 octobre, le Racing 92 n'a pas de quoi être serein. Le club francilien annonce ce jeudi avoir mené des tests au Covid-19 qui «ont révélé plusieurs cas positifs».«Les tests pratiqués sur l'ensemble du groupe mercredi matin ont révélé plusieurs cas positifs. Nous attendons désormais les recommandations de la LNR (Ligue nationale de rugby), que nous appliquerons avec toute la rigueur qui s'impose», explique l'actuel leader du Championnat de France (Top 14) dans un communiqué. Le club ne précise pas si les infections concernent des joueurs ou des membres de l'encadrement.","A 16 jours de sa finale de Coupe d'Europe de rugby contre les Anglais d'Exeter à Bristol (Angleterre) le 17 octobre, le Racing 92 n'a pas de quoi être serein. Le club francilien annonce ce jeudi avoir mené des tests au Covid-19 qui «ont révélé plusieurs cas positifs».
«Les tests pratiqués sur l'ensemble du groupe mercredi matin ont révélé plusieurs cas positifs. Nous attendons désormais les recommandations de la LNR (Ligue nationale de rugby), que nous appliquerons avec toute la rigueur qui s'impose», explique l'actuel leader du Championnat de France (Top 14) dans un communiqué. Le club ne précise pas si les infections concernent des joueurs ou des membres de l'encadrement.",autre
Un député PS volontaire pour tester un vaccin contre le Covid-19,"«Le chant du doute et de la peur ne doit pas couvrir celui de l'espoir.» C'est ainsi que s'est justifié sur Twitter le député PS Hervé Saulignac en annonçant être volontaire pour tester un vaccin contre le Covid-19. «On ne peut pas tous souhaiter ardemment un vaccin mais en même temps aller se planquer et laisser la recherche sans volontaire», explique l'élu ardéchois à France Bleu, ajoutant : «Il faut être nombreux à se porter volontaires si on veut arriver à trouver un vaccin.» Depuis hier en effet, la France fait appel à 25 000 personnes majeures, jeunes et âgées, pour tester de potentiels vaccins contre le coronavirus. Une plateforme d'information et d'inscription - «Covireivac» - pour recruter des cobayes a également été lancée.(Extrait de Chez Pol, notre newsletter politique quotidienne réservée aux abonnés)","«Le chant du doute et de la peur ne doit pas couvrir celui de l'espoir.» C'est ainsi que s'est justifié sur Twitter le député PS Hervé Saulignac en annonçant être volontaire pour tester un vaccin contre le Covid-19. «On ne peut pas tous souhaiter ardemment un vaccin mais en même temps aller se planquer et laisser la recherche sans volontaire», explique l'élu ardéchois à France Bleu, ajoutant : «Il faut être nombreux à se porter volontaires si on veut arriver à trouver un vaccin.» Depuis hier en effet, la France fait appel à 25 000 personnes majeures, jeunes et âgées, pour tester de potentiels vaccins contre le coronavirus. Une plateforme d'information et d'inscription - «Covireivac» - pour recruter des cobayes a également été lancée.
(Extrait de Chez Pol, notre newsletter politique quotidienne réservée aux abonnés)",autre
"Nouvelles restrictions contre le coronavirus à Paris, tempête Alex, Trump toujours hospitalisé... L'actualité de ce lundi","Coronavirus. Paris et les trois départements de la petite couronne vont être placés en zone d'alerte maximale en raison de la circulation accrue de l'épidémie de coronavirus. De nouvelles restrictions, qui dureront quinze jours, seront annoncées lundi lors d'une conférence de presse à 11h30 par la maire de Paris, Anne Hidalgo, et entreront en vigueur mardi, a précisé Matignon. Elles pourraient notamment entraîner la fermeture des cafés et des bars. Les amphithéâtres des universités devraient n'être remplis qu'à moitié. A Marseille cependant, un arrêté assouplissant les mesures devrait être signé ce lundi, autorisant notamment les restos à rouvrir jusqu'à 22 heures à Aix et Marseille.Vallée de la Roya. Après le passage de la tempête Alex vendredi, des personnes sans nouvelles de leurs proches rejoignent la vallée pour tenter de les retrouver. Une vingtaine de personnes sont toujours recherchées. Dévasté par le courant et la boue, Breil-sur-Roya se retrouve coupé du monde, sans eau, ni électricité. Notre reportage.Trump. Hospitalisé dans l'établissement militaire de Walter Reed à Washington depuis vendredi soir, Donald Trump s'est permis un petit tour en voiture dimanche pour saluer ses sympathisants rassemblés près du bâtiment. L'entourage du président américain espère son retour à la Maison Blanche ce lundi.Nouvelle-Calédonie. Alors que le «Non» à l'indépendance l'a emporté avec un score moins net que lors du premier référendum, les vainqueurs savent que ce scrutin aura des conséquences avec une troisième consultation en ligne de mire. Notre article.","Coronavirus. Paris et les trois départements de la petite couronne vont être placés en zone d'alerte maximale en raison de la circulation accrue de l'épidémie de coronavirus. De nouvelles restrictions, qui dureront quinze jours, seront annoncées lundi lors d'une conférence de presse à 11h30 par la maire de Paris, Anne Hidalgo, et entreront en vigueur mardi, a précisé Matignon. Elles pourraient notamment entraîner la fermeture des cafés et des bars. Les amphithéâtres des universités devraient n'être remplis qu'à moitié. A Marseille cependant, un arrêté assouplissant les mesures devrait être signé ce lundi, autorisant notamment les restos à rouvrir jusqu'à 22 heures à Aix et Marseille.
Vallée de la Roya. Après le passage de la tempête Alex vendredi, des personnes sans nouvelles de leurs proches rejoignent la vallée pour tenter de les retrouver. Une vingtaine de personnes sont toujours recherchées. Dévasté par le courant et la boue, Breil-sur-Roya se retrouve coupé du monde, sans eau, ni électricité. Notre reportage.
Trump. Hospitalisé dans l'établissement militaire de Walter Reed à Washington depuis vendredi soir, Donald Trump s'est permis un petit tour en voiture dimanche pour saluer ses sympathisants rassemblés près du bâtiment. L'entourage du président américain espère son retour à la Maison Blanche ce lundi.
Nouvelle-Calédonie. Alors que le «Non» à l'indépendance l'a emporté avec un score moins net que lors du premier référendum, les vainqueurs savent que ce scrutin aura des conséquences avec une troisième consultation en ligne de mire. Notre article.",autre
Royaume-Uni : plus de 500 000 cas positifs du coronavirus depuis le début de la crise,"Pays le plus endeuillé d'Europe par la pandémie, le Royaume-Uni a dépassé dimanche la barre des 500 000 cas positifs au coronavirus, après une augmentation du nombre des contaminations due au rattrapage d'un problème technique. Dans leur dernier bilan délivré dimanche soir, les services sanitaires britanniques ont dénombré 22 961 cas testés positifs au virus dans les dernières 24 heures, un écart de plus de 10 000 cas avec les contaminations journalières de la veille, qui s'élevaient à 12 872.","Pays le plus endeuillé d'Europe par la pandémie, le Royaume-Uni a dépassé dimanche la barre des 500 000 cas positifs au coronavirus, après une augmentation du nombre des contaminations due au rattrapage d'un problème technique. Dans leur dernier bilan délivré dimanche soir, les services sanitaires britanniques ont dénombré 22 961 cas testés positifs au virus dans les dernières 24 heures, un écart de plus de 10 000 cas avec les contaminations journalières de la veille, qui s'élevaient à 12 872.",autre
Coronavirus : l'Irlande durcit ses mesures de prévention,"En Irlande, les mesures de prévention se durcissent encore pour tenter de contrer une deuxième vague de la pandémie de Covid-19. Pour autant, le gouvernement ne va pas jusqu'au reconfinement recommandé la veille par ses conseillers médicaux.A partir de minuit mardi (23h GMT), les Irlandais ne devront plus quitter leur comté de résidence. Autres mesures : les événements festifs en intérieur sont annulés, les services religieux se dérouleront en ligne, les restaurants ne pourront plus servir qu'en intérieur et les employés sont encouragés à ne se rendre au bureau qu'en cas «d'absolue nécessité». Des restrictions similaires sont déjà en place dans la capitale Dublin et dans le comté de Donegal (nord-ouest).","En Irlande, les mesures de prévention se durcissent encore pour tenter de contrer une deuxième vague de la pandémie de Covid-19. Pour autant, le gouvernement ne va pas jusqu'au reconfinement recommandé la veille par ses conseillers médicaux.
A partir de minuit mardi (23h GMT), les Irlandais ne devront plus quitter leur comté de résidence. Autres mesures : les événements festifs en intérieur sont annulés, les services religieux se dérouleront en ligne, les restaurants ne pourront plus servir qu'en intérieur et les employés sont encouragés à ne se rendre au bureau qu'en cas «d'absolue nécessité». Des restrictions similaires sont déjà en place dans la capitale Dublin et dans le comté de Donegal (nord-ouest).",autre
Covid-19 : plus de 1400 malades en réanimation,"152 nouveaux malades du Covid-19 ont été admis en réanimation ces dernières 24 heures en France, portant le total à 1409 personnes, selon le bilan quotidien de l'agence sanitaire Santé publique France. En prenant en compte les entrées et les sorties, il y a 74 patients en réa de plus que la veille La capacité nationale actuelle de lits de réanimation est d'environ 5000. Au total, 7276 malades sont actuellement hospitalisés pour le Covid-19, dont 710 qui ont été admis dans les dernières 24 heures. Au pic de l'épidémie, début avril, plus de 7000 malades étaient hospitalisés en réa, avec parfois 400 admissions par jour.En outre, 70 personnes sont mortes du Covid ces dernières 24 heures, portant le total de décès depuis le début de l'épidémie à 32 299. Entre dimanche et lundi, 5084 nouveaux cas positifs ont été dénombrés, chiffre qui n'est toutefois pas représentatif puisque les chiffres du lundi, après le week end, sont toujours en baisse à cause de la fermeture des laboratoires. Dimanche soir, 12 500 nouveaux cas avaient été comptabilisés, contre près de 17 000 samedi soir. Le taux de positivité (proportion des tests positifs par rapport aux total de tests effectués), continue d'augmenter et atteint 8,6% (contre 8,2% la veille).","152 nouveaux malades du Covid-19 ont été admis en réanimation ces dernières 24 heures en France, portant le total à 1409 personnes, selon le bilan quotidien de l'agence sanitaire Santé publique France. En prenant en compte les entrées et les sorties, il y a 74 patients en réa de plus que la veille La capacité nationale actuelle de lits de réanimation est d'environ 5000. Au total, 7276 malades sont actuellement hospitalisés pour le Covid-19, dont 710 qui ont été admis dans les dernières 24 heures. Au pic de l'épidémie, début avril, plus de 7000 malades étaient hospitalisés en réa, avec parfois 400 admissions par jour.
En outre, 70 personnes sont mortes du Covid ces dernières 24 heures, portant le total de décès depuis le début de l'épidémie à 32 299. Entre dimanche et lundi, 5084 nouveaux cas positifs ont été dénombrés, chiffre qui n'est toutefois pas représentatif puisque les chiffres du lundi, après le week end, sont toujours en baisse à cause de la fermeture des laboratoires. Dimanche soir, 12 500 nouveaux cas avaient été comptabilisés, contre près de 17 000 samedi soir. Le taux de positivité (proportion des tests positifs par rapport aux total de tests effectués), continue d'augmenter et atteint 8,6% (contre 8,2% la veille).",autre
Le COVID19 et le désert scientifique,"J’avoue m’être souvent demandé qui prédisait la circulation du COVID, d’où Macron tenait ses chiffres, sur quels scénarios se basait le ministre de la Santé. J’avais imaginé que cela leur venait d’un consensus entre plusieurs experts indépendants, chacun travaillant avec ses propres outils statistiques, ses propres probabilités.Lundi, lors d’une conférence… - Libération","Vallée de la Mort, désert des Mojaves aux États-Unis. Image libre de droits.
J’avoue m’être souvent demandé qui prédisait la circulation du COVID, d’où Macron tenait ses chiffres, sur quels scénarios se basait le ministre de la Santé. J’avais imaginé que cela leur venait d’un consensus entre plusieurs experts indépendants, chacun travaillant avec ses propres outils statistiques, ses propres probabilités.
Lundi, lors d’une conférence au Collège de France j’ai appris que la modélisation mathématique qui prédit la circulation du virus, celle sur laquelle sont basées les mesures correctives, est placée sous la responsabilité d’une seule personne : le Dr. Simon Cauchemez.
Oui, effectivement il y a bien un « monsieur-modélisation-COVID-de-Macron », comme il fut présenté par le Professeur du Collège qui lui remettait le prix Lacassagne de Biologie. Ce brillant chercheur en épidémiologie travaille à l’Institut Pasteur et fait partie du conseil scientifique COVID-19. Son domaine d’expertise, la modélisation mathématique des épidémies, est étonnamment rare dans ce pays, Cauchemez n’a pas beaucoup de concurrents.
Le modélisateur a expliqué que la politique COVID du gouvernement est basée sur deux seuls paramètres, le nombre de lits d’hôpital occupées par les malades du virus et le taux de transmission de la bestiole, qui devrait idéalement rester de 1 (un malade en rend malade un autre, pas plus). C’est tout. Il informait qu’actuellement il faudrait réduire la circulation du virus de 15% pour revenir à 1. « Ce n’est pas beaucoup 15% au fond ! » disait-il au public venu l’écouter. Effectivement 15% ce n’est pas beaucoup, mais ce n’est pas rien non plus. C’est comme une journée qui durerait 20 heures au lieu de 24. Cauchemez a affirmé que nous avons eu de la chance, car le nombre de morts pendant la première vague correspondait à son hypothèse la plus optimiste, les autres étant bien pire. Il a aussi montré qu’en France le virus n’est pas diffèrent qu’ailleurs dans le monde, qu’il touche les différentes classes d’âge de la même manière, avec une mortalité de 5 à 7 % pour ceux qui en sont vraiment malades.
Alors, une fois que le « modélisateur » du gouvernement fait savoir sa prévision aux plus hautes autorités du pays, il se passe quoi ? Il se passe que la balle est dans leur camp et qu’ils doivent se débrouiller pour trouver des solutions et réduire le contact humain là où cela semble nécessaire, de 15% en l’occurrence. Ce n’est pas le modélisateur qui décide s’il faut fermer les bars plutôt que les restaurants, où réduire la fréquentation du TGV plutôt que celle du métro : à chacun son metier.
Est-ce que fermer les bars à 22h, c’est à dire quatre heures avant l’horaire légal habituel, diminue de 15% la circulation du virus ? C’était le pari du gouvernement, une hypothèse basée sur des estimations à la louche, car la quantification des flux sociaux n’est pas disponible, j’en ai bien peur.
Alors, il faudrait parler clairement, dire que de gens comme Cauchemez il aurait fallu en avoir deux, trois, quatre, pas un seul ! Expliquer clairement au peuple que la recherche scientifique française est modeste par choix politique, qu’elle manque de moyens, de recrutements (comme les hôpitaux), dire qu’il serait parfaitement possible de quantifier les flux sociaux, afin de prévoir la circulation géographique du virus sur la base de données socio-culturelles qui sont disponibles et ne demandent qu’à être utilisés, sauf que non. Je sais de quoi je parle car j’ai moi-même soumis à l’Agence Nationale de la Recherche un projet de ce type en juillet. Il a malheureusement été refusé, sans qu’on m’en explique la raison, ce qui est anormal par rapport à l’usage.
J’avais même écrit au comité COVID-CARE, celui crée par Macron au plus fort de la crise, annoncé partout car dirigé par un prix Nobel. Pas de réponse non plus, le comité fut très discrètement dissout mi-Juillet. Mais alors, si « monsieur-modélisation-COVID-de-Macron » devait être empêché, faire une depression, se fatiguer, il se passerait quoi dans le désert scientifique français ? Je vous laisse imaginer...",autre
"""Où"" attrape-t-on le Covid-19 ?","Pour rassurer ceux qui ont peur, la géographie peut-elle donner des ailes ? Le dernier bilan épidémiologique de Santé publique France qui cartographie les clusters voudrait bien apporter des réponses. Mais Michèle Legeas de l’Ecole des hautes études de santé publique, temporise : « Pour l’instant, on se base sur… - Libération","Enquête réalisée entre le 9 mai et le 28 septembre 2020 (hors Ehpad et et milieu familial restreint)
Où ? Telle est la première question pour ceux qui ont peur du Covid. Pas pour les «rassuristes». Dans les grandes surfaces et leur climatisation ? Dans les restaurants soumis à une forte pression gouvernementale ? Que penser des chiffres de Santé publique France ?
Pour rassurer ceux qui ont peur, la géographie peut-elle donner des ailes ? Le dernier bilan épidémiologique de Santé publique France qui cartographie les clusters voudrait bien apporter des réponses. Mais Michèle Legeas de l’Ecole des hautes études de santé publique, temporise : « Pour l’instant, on se base sur des études réalisées à l’étranger. Avions, restaurants… Certaines pointent des lieux ou situations à risque, mais ce ne sont que des hypothèses, on n’a toujours pas de réelle certitude » (1).
Comme il est très compliqué de faire intégrer les mesures de distanciation, Santé publique France traque les informations sur les lieux de transmission. Les entreprises sont les premières dans le classement des clusters (24,9%), loin devant les universités (19,5%) dont le chiffre est sans doute à mettre en relation avec les vacances des étudiants (l’enquête a été réalisée entre le 9 mai et le 28 septembre 2020). Le cercle familial et amical arrivant en 3e position.
Questions de méthode : « Quand on détecte cinq élèves touchés dans une école, cela ne dit pas comment et où ils ont attrapé le virus. A l’école ? Ailleurs ? » se demande Michèle Legeas (1). D’autres biais comme la systématisation ou non des tests de dépistage. Une grande variable à l’échelle du territoire, voire des villes ou même des quartiers.
Comment identifier les lieux d’infection en dehors des clusters ? Pourquoi Santé publique France n’a pas lancé des chercheurs qui auraient comparé des communes de même taille mais avec des types de commerce différents, se demande Mircea Sofonea (université de Montpellier) (1). On a de très beaux cas de communes équipées très différemment. Libération avait enquêté sur ces différences entre deux villes distantes de vingt kilomètres à population équivalente, l’une possédant une grande surface, l’autre non. Que n’enquête-t-on pas là ?
Olivier Véran s’appuie sur une étude… américaine
Selon Michèle Legeas, il faudrait s’intéresser à nos codes sociaux. L’absence de contact dans les salutations au Japon est-elle un facteur réduisant la propagation du virus ? Dans quelle proportion ? Quelle est l’étude américaine qui a poussé le ministre de la santé, Olivier Véran, à fermer les bars et les bistrots ? Alors que les entreprises semblent les lieux les plus propices ? L’étude de Santé publique France est-elle bien faite ? Exhaustive ? Pourquoi ne sont-ils pas dans le classement ? Et s’ils le sont, le sont-ils dans l’item « Entreprises privées et publiques » ?
Un bel exemple de travail bâclé qui n’apporte rien de sérieux pour aider à répondre à la seule question de géographie : « Où » ?
----------------
(1) Le Parisien, 8/10/2020
Sur les «rassuristes», voir Libération, 5 octobre 2020",autre
Coronavirus : de nouvelles restrictions à venir dans de grandes villes,"Le président Emmanuel Macron a estimé mercredi soir qu'il fallait «aller vers plus de restrictions» dans les zones où le Covid-19 «circule trop vite», à l'image de celles mises en place dans les Bouches-du-Rhône et à Paris, mais a exclu une limitation des déplacements. Lyon, Grenoble, Saint-Etienne ou encore Lille pourraient faire l'objet de nouvelles restrictions. Le ministre des Solidarités et de la Santé Olivier Véran fera ce jeudi son point presse hebdomadaire.","Le président Emmanuel Macron a estimé mercredi soir qu'il fallait «aller vers plus de restrictions» dans les zones où le Covid-19 «circule trop vite», à l'image de celles mises en place dans les Bouches-du-Rhône et à Paris, mais a exclu une limitation des déplacements. Lyon, Grenoble, Saint-Etienne ou encore Lille pourraient faire l'objet de nouvelles restrictions. Le ministre des Solidarités et de la Santé Olivier Véran fera ce jeudi son point presse hebdomadaire.",autre
Plus de six millions de cas de Covid-19 recensés en Europe depuis janvier,"Depuis l'apparition du SARS-CoV2 présumée en janvier, plus de 6 millions de cas du nouveau coronavirus ont été officiellement détectés en Europe, selon le comptage quotidien de l'AFP. Au total, 237 716 personnes sont, elles, mortes du Covid-19 sur le continent. Sur les sept derniers jours, 543 137 nouveaux cas ont été détectés dans la région, soit 26% de plus par rapport à la semaine précédente. La hausse des contaminations détectées peut s'expliquer en partie par la forte augmentation du nombre de tests réalisés dans un certain nombre de pays d'Europe, comme en France où plus d'un million de tests sont réalisés chaque semaine. Malgré cette augmentation, une part importante des cas les moins graves ou asymptomatiques reste probablement non détectée. Lire notre dernier checknews sur le taux de positivité.","Depuis l'apparition du SARS-CoV2 présumée en janvier, plus de 6 millions de cas du nouveau coronavirus ont été officiellement détectés en Europe, selon le comptage quotidien de l'AFP. Au total, 237 716 personnes sont, elles, mortes du Covid-19 sur le continent. Sur les sept derniers jours, 543 137 nouveaux cas ont été détectés dans la région, soit 26% de plus par rapport à la semaine précédente. La hausse des contaminations détectées peut s'expliquer en partie par la forte augmentation du nombre de tests réalisés dans un certain nombre de pays d'Europe, comme en France où plus d'un million de tests sont réalisés chaque semaine. Malgré cette augmentation, une part importante des cas les moins graves ou asymptomatiques reste probablement non détectée. Lire notre dernier checknews sur le taux de positivité.",autre
"En Allemagne, crainte d'une propagation ""incontrôlée"" après un bond ""préoccupant"" des cas de coronavirus","Le ministre allemand de la Santé s'est inquiété ce jeudi ce d'un bond «préoccupant» des nouvelles infections quotidiennes de Covid-19 après une hausse de plus de 4 000 en 24 heures, du jamais vu depuis début avril. Les vacances d'automne doivent commencer dans une grande partie du pays et le gouvernement d'Angela Merkel a appelé à limiter les voyages.«Nous ne savons pas encore comment la situation évoluera en Allemagne dans les prochaines semaines», a aussi mis en garde le président du RKI, Lothar Wieler. «Il est possible que nous ayons plus de 10 000 cas par jour, il est possible que le virus se propage de manière incontrôlée», a-t-il ajouté. Les régions se sont accordées mercredi sur des restrictions de voyages plus strictes, avec l'interdiction de séjour dans les hôtels ou appartements touristiques pour des voyageurs en provenance de zones à risque nationales.","Le ministre allemand de la Santé s'est inquiété ce jeudi ce d'un bond «préoccupant» des nouvelles infections quotidiennes de Covid-19 après une hausse de plus de 4 000 en 24 heures, du jamais vu depuis début avril. Les vacances d'automne doivent commencer dans une grande partie du pays et le gouvernement d'Angela Merkel a appelé à limiter les voyages.
«Nous ne savons pas encore comment la situation évoluera en Allemagne dans les prochaines semaines», a aussi mis en garde le président du RKI, Lothar Wieler. «Il est possible que nous ayons plus de 10 000 cas par jour, il est possible que le virus se propage de manière incontrôlée», a-t-il ajouté. Les régions se sont accordées mercredi sur des restrictions de voyages plus strictes, avec l'interdiction de séjour dans les hôtels ou appartements touristiques pour des voyageurs en provenance de zones à risque nationales.",autre
