article_text,labels
" The World Cup group stages are over and what a wild ride it has been. Qatar 2022 has been the tournament of shocks, with the likes of Morocco and Japan stealing the show and former powerhouses such as Germany and Belgium being sent packing. But what players have been the stand out performers during the opening fortnight? We asked some of GOAL’s writers to come up with the World Cup group stage XI.  Using a 4-2-3-1 formation, this is what they have gone for...",football
" The U.S. men's national team has had a complicated history, as it truly took some time for the sport to catch on in America.  But it's fair to say that soccer in America is on the rise thanks to the contributions of several stars across a number of different eras. From trailblazers like Tab Ramos to icons like Landon Donovan and Clint Dempsey and even modern stars like Christian Pulisic, the U.S. has no shortage of players to choose from. But who makes it into the USMNT's ultimate dream XI?",football
" Argentina have not just produced some of the greatest footballers the world has ever seen, but they are also one of the most successful national teams around in the game. There were obviously the 1978 and 1986 World Cup wins, but they have also lifted the Copa America on 15 occasions! The players behind those successes? Well, how about Mario Kempes? Or Diego Maradona? Or Lionel Messi? Yes, that is the level of players we are talking about here. Absolute global superstars. Who make their best-ever XI, though? Let's take a look at the ultimate Argentina dream team!",football
" Given its timing and its setting, the 2022 World Cup promised to be an edition like no other, and the group-stages certainly provided plenty of drama and surprises. The likes of Germany and Belgium have already made their way back home, while there is a truly global feel to the teams in the knockout stages after record-breaking campaigns for African and Asian countries. But who are now the favourites to lift the trophy as we head into the last 16? Having ranked all the contenders throughout the build-up to the tournament, here's how GOAL sees it now... (Last updated: November 29. Teams eliminated: Ecuador, Iran, Wales, Tunisia, Denmark, Mexico, Saudi Arabia, Belgium, Germany, Costa Rica, Uruguay, Ghana, Cameroon & Serbia.)",football
" One of the most revered national teams in the world, Netherlands have produced some of the greatest footballers of all time. Superstars such as Johan Cruyff and Marco van Basten are evergreen legends of the game, while someone like Arjen Robben achieved huge success at an international level In the modern day. The Dutch are widely regarded as one of the most unluckiest international teams around in the game, having appeared in three World Cup finals, but without ever lifting the coveted trophy. They did once enjoy success at a European level, however, as they beat USSR 2-0 in the final of Euro 1988.   Today, it's time to take a look at which players make it into their all-time best XI!",football
" ITV have the rights to 32 live matches at the Qatar World Cup and will share the entirety of the broadcasting schedule with the BBC. As ever, ITV will endeavour to bring full coverage to UK screens over the 28-day tournament in Qatar.   Alongside the matchday action, ITV will be providing footage across the network’s social platforms. You will be able to consume content through Twitter, Facebook, Instagram, TikTok and YouTube. Matches will be available to fans on TV and through their streaming platform ITVX.  Which World Cup games will be shown on ITV? A full scheduling list cannot yet be confirmed by ITV.  They have the first and second pick of the last 16 matches and the first pick of the quarterfinals. ITV will also broadcast one of the semi-finals and the final.  For the group phase, ITV has secured broadcasting rights for the following 24 games. What will ITV’s World Cup coverage be like?  Outside of the 90-minute broadcast, viewers will be guided through the play with matchday analysis and comprehensive reporting, which will encompass pre and post-match air time. If fans can’t watch events unfold at the time, the channel is offering match-by-match daily highlights on ITVX. This is in addition to their highlights show, ‘World Cup Daily’, which offers a full round-up. On-camera events will be led by main presenters Mark Pougatch, Laura Woods and Seema Jaswal.  ITV will also call on Peter Walton for referee analysis during the World Cup, who will be providing some context to on-field decision-making. Which pundits will feature in ITV’s World Cup line-up? Aside from the presenters, ITV will offer also offer many of the football’s most loved former players to UK screens. Expert analysis will come from Ian Wright, Roy Keane, Gary Neville, Karen Carney, Graeme Souness, Joe Cole, Eniola Aluko, Nigel De Jong, Nadia Nadim and Hal Robson-Kanu.  Who will be on World Cup commentary for ITV games? ITV have named some of their most trusted voices to narrate the tournament. Sam Matterface, Clive Tyldesley, Jon Champion, Seb Hutchinson, Joe Speight and Tom Gayle. Lee Dixon, Ally McCoist, John Hartson and Andros Townsend. This will be supplemented by ongoing tournament reporting from Gabriel Clarke, Michelle Owen and Celina Hinchcliffe. Where can viewers find ITV? Here is a list of providers and channel numbers. Where can viewers find ITVX (Previously ITV Hub) Launched just in time for the World Cup, viewers that prefer to stream the games online can catch all their World Cup games here. Fans will need to log in to or create a streaming account with additional questions over proof of age. You can find a link to ITVX here. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Australia have achieved something no other team can claim as they are the only national team to have won continental champions with two confederations, the OFC Nations Cup and the AFC Asian Cup. The Socceroos have also participated in the World Cup on six occasions following their Qatar 2022 opener against France, having previously featured in 1974, 2006, 2010, 2014, 2018. The 2015 Asian Cup winners have seen a wealth of talent represent them over the years, with the likes of Harry Kewell, Mark Viduka and Tim Cahill arguably their biggest stars ever. But what does their greatest-ever XI look like? Let's take a look!",football
" As is tradition, the BBC will be broadcasting many matches in this World Cup. In all, they will screen 33 live fixtures across 28 days in Qatar. They will share the entirety of the broadcasting schedule with ITV. UK-based supporters will have free access to watch all the drama unfold, so long as they are covered by a TV licence. Fans will also benefit from the flexibility of their streaming service, BBC iPlayer, with the option to watch live or later at their convenience. In this article, we give you a breakdown of what to expect from the BBC over the coming weeks of football. Which World Cup games will be shown on the BBC? While an exhaustive list of matches is yet to be confirmed for the knockout rounds, 24 group-stage fixtures have been announced. BBC will have the first pick of the semi-finals in the tournament, alongside three last-16 encounters, two quarter-finals, and the World Cup Final on December 18. Here is the BBC’s World Cup group stage schedule. What will the BBC World Cup coverage be like?   Match of the day mainstay and ex-England player Gary Lineker will serve as one of two lead presenters for the tournament. The other is Gabby Logan, who won broadcast sports presenter of the year in 2022. Match of the day 2 presenter, Mark Chapman, will also share hosting duties. As always, the BBC will supplement the action on the pitch with a panel of some of the sport’s most iconic names as part of their pre and post-match analysis package. Highlights of non-live fixtures will also be available on BBC One and iPlayer throughout the tournament. The BBC Sport YouTube channel will also screen match highlights. Aside from the live matches, fans can also expect documentaries, news coverage and podcasts. To keep viewers up to date (that are on the move) pundits will provide behind-the-scenes content on BBC’s various social platforms.  Which pundits will feature in BBC’s World Cup line-up? BBC routinely pull some of the most well-known footballing stars out of the hat for World Cups. This tournament will be no different. Joining Lineker, Logan and Chapman will be a whole host of former players. Alan Shearer, Rio Ferdinand, Jermaine Jenas, Micah Richards and Alex Scott with Danny Gabbidon, Ian Rush and Ashley Williams will all feature. Additionally, the likes of Vincent Kompany, Didier Drogba, Laura Georges, Jürgen Klinsmann, Mark Schwarzer, Gilberto Silva and Pablo Zabaleta will also be on hand to provide their insight. Who will be on World Cup commentary for BBC games? The BBC has named an experienced off-camera team to provide match commentary. Guy Mowbray, Steve Wilson, Jonathan Pearce, Steve Bower, Robyn Cowen, Alistair Bruce Ball, Simon Davies, Ian Dennis, Pien Meulensteen, Conor McNamara, John Murray, Mark Scott and Vicki Sparks. Karen Bardsley, James Collins, Dion Dublin, Maz Farookhi, Danny Gabbidon, Jermaine Jenas, Martin Keown, Jayne Ludlow, Clinton Morrison, Danny Murphy, Robbie Savage, Peter Schmeichel and Stephen Warnock. Where can viewers find BBC One? Here is a list of providers and channel numbers. Where can viewers find BBC iPlayer? BBC coverage will also be available through their online platform, for those who prefer to stream games. It is worth remembering that viewers will need to follow a few steps to access match action. Fans will need to log in to their BBC iPlayer account (or register for one if needed) before they can start watching. A valid email address is needed to confirm registration, plus an acknowledgement of a TV licence. You can find a link to BBC iPlayer here. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" After their Copa America triumph, Argentina clinched the Finalissima 2022 trophy by beating Italy and are currently among the favourites to lift the World Cup come December. Lionel Scaloni has got the team working as a unit and Lionel Messi is in good form in the attacking third. After a shock defeat to Saudi Arabia in their opener, they have bounced back strongly with wins against Mexico and Poland to finish top of Group C and progress to the round of 16.  The Albiceleste will face Australia in the next round and if they play to their potential they should get to the quarter-finals.  Here are the players that Scaloni has selected for the tournament proper and how they could line up against the Socceroos.  ALSO READ: World Cup 2022 Group C: Fixtures, results, standings, squads & full details",football
" Australia are getting ready for their first round of 16 appearance since 2006 in the World Cup as they are set to face the mighty Argentina. The Socceroos' best performance in the competition is getting to the round of 16 in Germany in 2006.  They will be hoping to do better this time around after beating Tunisia and Denmark in the group stages.  Head coach Graham Arnold will be relying on experienced players such as Mathew Ryan and Aaron Mooy to lead the way, but there are some exciting youngsters coming through as well who could make an impact. ALSO READ: World Cup 2022 Group D: Fixtures, results, standings, squads & full details",football
" Senegal qualified for their first-ever FIFA World Cup in 2002 and instantly made an impact, beating holders France on their way to the round of 16. They then failed to make it to the World Cup again until 2018, but are now making their third appearance at the showpiece event after ousting Mohamed Salah's Egypt in the qualifiers. They picked up two consecutive victories against Qatar and Ecuador respectively in the group stage to qualify for the round of 16. Now they are set to face England on Sunday in the battle for a quarter-final berth.  Not a straightforward encounter by any means, but head coach Aliou Cisse will hope that the AFCON champions will ride on experience and squad depth to negotiate it successfully. ",football
" The USMNT is at the World Cup for the 11th time in their history, back after they failed to qualify for the 2018 edition in Russia altogether. Gregg Berhalter and his men will be desperate to make amends for that performance by going far in Qatar and they sure have the talent to spring a surprise. They've already cleared the first hurdle, escaping from a group that included England, Wales and Iran. And they escaped without a loss, making them one of only five teams at this World Cup to avoid tasting defeat so far. Their reward? A match against one of the other five: the Netherlands. It will be a tough test for a young U.S. group that will still have reason to believe after, at times, dominating in the group stage. ALSO READ: World Cup 2022 Group B: Fixtures, results, standings, squads & full details",football
" There is no denying that it has been an exciting start to the 2022 World Cup, with plenty of surprises and spectacular encounters on show in the first two matchdays of the group stages. There was Saudi Arabia's shock win over Argentina, Germany throwing away a one-goal lead versus Japan and Belgium losing to Morocco to name just a few upsets. And there has been no shortage of goals either, with Spain smashing seven past Costa Rica, Cameroon and Serbia playing out a hugely entertaining 3-3 draw and England hammering Iran 6-2. But the question on everyone's mind as we enter matchday three is what all that means for the knockout stages and which teams have already secured progress to the round of 16. Qualified for World Cup round of 16 Netherlands topped Group A, with Senegal coming second ahead of Qatar and Wales. England and the USMNT advance from Group B, while Lionel Messi inspired Argentina to the top of Group C after their opening-game upset against Saudi Arabia. Poland join the Albiceleste as Group C runners-up. France and Australia qualified from Group D, while Morocco sprung an upset on Belgium in Group E and topped the table, with Croatia advancing as the runners-up. Japan were shock winners of Group F, topping the table ahead of Spain and Germany, with Hansi Flick's side bowing out. Portugal qualified as winners of Group H, with South Korea clinching second place ahead of Uruguay. Brazil, meanwhile, won Group G ahead of Switzerland. World Cup 2022 round of 16 fixtures The World Cup 2022 round of 16 begins on December 3. With eight matches to be decided, two games a day are played on December 3, 4, 5 and 6. Date KO time (local) Fixture Venue Dec. 3 18:00 Netherlands vs USA (match 49) Khalifa International Stadium Dec. 3 22:00 Argentina vs Australia (match 50) Ahmad Bin Ali Stadium Dec. 4 18:00 France vs Poland (match 52) Al Thumama Stadium Dec. 4 22:00 England vs Senegal (match 51) Al Bayt Stadium Dec. 5 18:00 Japan vs Croatia (match 53) Al Janoub Stadium Dec. 5 22:00 Brazil vs South Korea (match 54) Stadium 974 Dec. 6 18:00 Morocco vs Spain (match 55) Education City Stadium Dec. 6 22:00 Portugal vs Switzerland (match 56) Lusail Iconic Stadium",football
" Morgan exchanged a number of messages with the Portugal star, with both joking about his feeling of freedom after leaving the Manchester club. The TV host, whose interview helped Ronaldo get ejected from United, also thought rumours of a Saudi transfer were premature. WHAT THEY SAID: ""I texted Cristiano a GIF of William Wallace in Braveheart shouting: 'Freedom!',"" Morgan revealed. “He thought that was a perfect summation of how he felt. ‘Free as a bird’ was his response."" On reports of a blockbuster move to Saudi Arabian club Al-Nassr, Morgan responded: ""He thinks that if he does well at this World Cup, he’ll get what he really wants, which is a club in the Champions League that extends his record and his legacy. It’s not about money at this stage of his career. It comes down to a burning desire to play football at the highest level, to break records and win trophies. And he has done that in more countries than any other player in history."" THE BIGGER PICTURE: While Ronaldo may be eyeing a move to one of Europe's top teams, his performances at the World Cup aren't helping his chances. A record-breaking opening day penalty caught the headlines, but since then the 37-year-old has underwhelmed, and was personally responsible for South Korea's equaliser against Portugal as they recorded a famous comeback victory on Friday. IN TWO PHOTOS: DID YOU KNOW? Ronaldo has attempted exactly 100 shots at World Cup tournaments, the first player to reach this total since full shot data is available (1966). WHAT NEXT FOR RONALDO? Despite defeat on matchday three, Portugal still progressed as Group H winners, meaning they will go on to play Switzerland in the last 16 on Tuesday. Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?",football
" Not even Brazil are safe in this tournament of upsets. After Argentina, Germany, Belgium, France and Spain came this latest shock. It didn't cost the Selecao too much, but this 1-0 defeat to Cameroon provided another memorable World Cup moment, and raises questions as to whether Tite's side really should be considered favourites. Vincent Aboubakar's 92nd-minute header secured victory for Cameroon, though it was not enough to secure them qualification to the last 16 due to Switzerland's win over Serbia. Still, this was a famous win for the Indomitable Lions, one to go alongside their famous humbling of Argentina in 1990. Brazil, in fairness, were already sure of qualification - they will face South Korea in the last 16 - and so made nine changes to their starting line-up. But they lost another player, Alex Telles, to injury and coach Tite is still waiting for his vaunted array of attackers to fire.  Gabriel Martinelli, the Arsenal forward, was the best on show here, but Brazil wasted a host of chances before being caught by Aboubakar's late sucker punch.  Here, GOAL runs through the winners and losers in Doha...",football
" TELL ME MORE: Xherdan Shaqiri became only the third player to score at the last three World Cups with his deflected opener getting the ball rolling, although his strike was soon cancelled out by a textbook Aleksandr Mitrovic header. It was Shaqiri's giveaway that led to Serbia's second thanks to an expert Dusan Vlahovic finish, but Breel Embolo was on hand to draw his side level in a blockbuster first 45 minutes. Remo Freuler finished off a fine team move to give the Swiss the advantage shortly after the break, as Murat Yakin's side held out for all three points. THE MVP: Xherdan Shaqiri. Being among the likes of Cristiano Ronaldo and Lionel Messi is some pretty impressive company. Shaqiri's fifth ever World Cup goal saw him score in his third successive tournament thanks to a close-range strike which got Switzerland off to a winning start. He also played a part in his side's decisive third goal and was a constant menace to Serbia's defence before being substituted on 69 minutes. THE BIG LOSER: Whoever chose to watch the Brazil game! While Tite's men may have slipped to a shock defeat to Cameroon in Group G's other match, it was an uneventful affair compared to this one. Serbia and Switzerland treated viewers to five goals, four of which came in the first half alone. While the second half may have petered out slightly, it was still a contender for game of the tournament. Big L for those who chose not to tune in. MATCH IN THREE PHOTOS: FINAL GROUP TABLE: WHAT NEXT? Switzerland's victory after a thrilling game takes them through to the last 16, where they will go on to face Portugal on Tuesday. MATCH RATING (OUT OF FIVE): ⭐⭐⭐⭐ Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Stones has joined the likes of Gary Neville in heaping praise on the 22-year-old who hasn't played his way into Gareth Southgate's plans just yet, despite many a player and pundit saying Foden should be starting.  WHAT THEY SAID: Speaking in a press conference, Stones said: ""I've never seen anyone like Phil, at that age, with his ability and his football knowledge. It is the freedom in how he plays and how he expresses himself. It is frightening. I am a huge fan of him. I am lucky to play with him every day. I am lucky, Man City are lucky and England are lucky."" THE BIGGER PICTURE: Foden hasn't really been able to lay his mark down thus far, only starting one of England's three group games with the likes of Mason Mount and Marcus Rashford preferred. The same can't be said for Stones who has partnered Harry Maguire in every England game thus far. That looks set to continue with Southgate seemingly decided on his centre-back pairing.  IN THREE PHOTOS:      WHAT NEXT FOR FODEN? After starting and scoring against Wales in England's final group game, Foden will be hoping to start against Senegal in the Three Lions' round of 16 tie on Sunday.  Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?",football
" Foden is one of England's most silky, technically-gifted players and usually gets compared to some of football's most elite midfielders. However, on this occasion, it's a cat he's being compared to!   Phil Foden as a cat. pic.twitter.com/iUQ35OTprn THE BIGGER PICTURE: The cat in question will forever be famous, as will Foden. However, until recently, it seemed unlikely the youngster would go down in history for his exploits at this World Cup. He only started one of England's three group games and sat out the 0-0 draw against the USMNT completely. But after scoring against Wales he may have forced his way into the team for the knockout stages.  WHAT NEXT FOR FODEN? While it's almost certain he's seen this tweet because of the traction it has generated, Foden's attention will solely be on England's round of 16 tie against Senegal on Sunday. He'll be hoping to play some part and send the Three Lions purring into the last eight.  Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Aboubakar met Jerome Ngom Mbekeli's cross with a fantastic header two minutes into stoppage time to fire his side to a 1-0 win against Brazil in the final game of the World Cup group stage. Aboubakar took his jersey off as he and his team-mates went wild and was shown a second yellow card for the offence. The 30-year-old accepted the dismissal and even shook the referee's hand. Vincent Aboubakar! 🙌🇨🇲✅ Get the winner against Brazil in injury time✅ Get a red card for taking your shirt off to celebrate#ITVFootball | #FIFAWorldCup pic.twitter.com/YAkGaNtKqK Aboubakar celebrates his goal for Cameroon by taking off his shirt, and then is sent off for a second yellow card 😅 pic.twitter.com/JubSqTAX1L THE BIGGER PICTURE: Aboubakar and Cameroon were elated to get the better of tournament favourites Brazil at the World Cup but the victory was not enough to send the African nation through to the next round. Switzerland's 3-2 win against Serbia ensures they progress as group runners up. WHAT NEXT FOR BRAZIL? Despite their loss, Brazil finish top of Group G with a better goal difference than Switzerland. They will take on South Korea in the last 16 while Switzerland face Portugal. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Brazil secured their place in the next round and first place with two narrow wins against Serbia and Switzerland but suffered a shock defeat to Cameroon on the last day. Apart from their defeat to Brazil, Switzerland were otherwise solid and defeated Cameroon and Serbia to clinch 2nd place. Cameroon will be heartbroken to be eliminated from the tournament despite their efforts but will be proud to go back as the first African team to beat Brazil at the World Cup. Serbia showed a lot of heart and grit in their matches but had nothing to show for it apart from a point from their draw against Cameroon.",football
" Netherlands made it out of the 2022 World Cup group stage with flying colours and now hope to lift the coveted trophy for the first time. Louis van Gaal's men more or less breezed past Senegal and hosts Qatar, but they were held to a 1-1 draw by Ecuador. The Dutch now face the USMNT in the round of 16 with the later making it out of Group B as runners-up. GOAL takes a look at the best Netherlands players at the 2022 World Cup.",football
" The knockout rounds of the World Cup are where legends are truly made. A total of 16 nations will progress to the next phase of the tournament in December, where every game must have a winner. As is tradition, if 90 minutes are completed with the scores level, proceedings will move to 30 minutes of extra time. If there is still nothing to separate the two teams, a penalty shoot-out will be the decider. World Cup 2022 knockout bracket Success in the World Cup is often dependent on which side of the bracket your nation ends up occupying. This year, the highest-ranking footballing nations are fairly evenly spread. On one side of the tournament tree, in groups A to D, sit the likes of Netherlands, England, Argentina, and France. On the second side, in groups E to H, nations such as Spain, Brazil, Portugal, Japan and Morocco all have the opportunity to play each other before the final. World Cup 2022 last 16 In 2022, the last-16 matches will take place from the December 3 to December 6. World Cup 2022 quarter-finals The quarter-finals of World Cup 2022 will be played on December 9 and 10. World Cup semi-finals World Cup 2022 semi-finals will take place on December 13 and December 14. Games will be played at Lusail Iconic Stadium and Al Bayt Stadium World Cup 2022 third-place play-off The teams that lose in the semi-finals face off for the right to be recorded as third-place in the history books. The 2022 World Cup third-place play-off takes place the day before the final, on December 17. World Cup 2022 final The World Cup 2022 final will be played on December 18 at Lusail Iconic Stadium. It is a Sunday 3pm kick-off in the UK and an early-morning game in the U.S. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Cavani couldn't contain his rage following Uruguay's premature exit from the tournament. As the players walked down the tunnel after the match, the veteran forward angrily punched the VAR monitor, causing it to fall to the ground. THE BIGGER PICTURE: Cavani's furious reaction was an extension of Uruguay's unsavoury behaviour at the full-time whistle, which saw players and coaching staff angrily approach the referee, protesting decisions made in the game.  WHAT NEXT FOR URUGUAY? Victory over Ghana wasn't enough for the Celeste as late drama in Group H's other match saw South Korea beat Portugal 2-1 and progress to the last 16 on goals scored. Uruguay, meanwhile, are making sure they don't go home quietly. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Shaqiri demonstrated he still possesses a wand of a left foot as he slotted home Switzerland's opener against Serbia, matching football's ultimate GOATs, Lionel Messi and Cristiano Ronaldo, in the process. Xherdan Shaqiri!!! 💪Switzerland take the lead against Serbia 🇨🇭#ITVFootball | #FIFAWorldCup pic.twitter.com/vMRQzOWO9y SHAQIRI SCORES FOR SWITZERLAND 🇨🇭As it stands, Brazil and Switzerland are moving on to the knockout stage! pic.twitter.com/UveYxb5IFW THE BIGGER PICTURE: Having also netted for Switzerland at World Cup 2014, against Honduras, and in 2018, against Serbia, Shaqiri became only the third player to score in each of the last three editions of the World Cup.  WHAT NEXT FOR SHAQIRI? Should Switzerland hold on for the win, Shaqiri and his team-mates can look forward to a last-16 tie against Portugal. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" The Selecao fans put on a wonderful show of support for the three-time World Cup winner ahead of their group stage match against Cameroon. One of the banners carried the message ""get well soon"". THE BIGGER PICTURE: It was announced earlier this week that the 82-year-old is back in hospital with a heart problem while he continues to undergo chemotherapy after having a tumour removed. WHAT NEXT FOR BRAZIL? The Selecao will be hoping to pay tribute to the iconic former player by going on to win the World Cup. They were already sure of a place in the knockout rounds ahead of their match against Cameroon on Friday. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" The England captain has been back in training for some time after picking up a foot injury while on international duty in October, and the Gunners have now confirmed that she is match fit. Williamson could feature against Everton on Saturday, with first-choice defensive partner Raffaella Souza also available for selection after a similarly-long lay-off. THE BIGGER PICTURE: Williamson has missed eight games because of her injury but Arsenal have fared well in her absence, with Lotte Wubben-Moy and Steph Catley deputising admirably. The Gunners have won six of those eight fixtures, a run that includes a 5-1 win away to Lyon,  4-0 win at Leicester and a 3-1 win at home against West Ham.  WHAT THEY SAID?: Speaking about Williamson's long-awaited return, Arsenal coach Jonas Eidevall said: ""It helps us a lot because we get two more players of very high quality into our environment. That will boost any team and it certainly does for us. Leah is very motivated to get back onto the pitch and to help the team achieve things."" IN TWO PHOTOS:     WHAT NEXT FOR WILLIAMSON? While it's unlikely that the defender will start against Everton, she may well play some part in the game. Arsenal will be desperate for a result after tasting their first WSL defeat of the season at the hands of Man Utd last weekend. ",football
" Spain have won the World Cup just once in their history, but La Roja will be upbeat about their chances in Qatar 2022.  They crashed out in the round of 16 in Russia after being beaten by the hosts on penalties. They went a step further in Euro 2020 and reached the semi-finals before being ousted by eventual champions Italy, once again via spot kicks.  What will Spain need to do to become world champions for the second time? GOAL takes a look at the Spaniards' potential route to the final. Spain's World Cup group stage finish Spain started their World Cup campaign with a historic 7-0 win over Costa Rica. However, they could not keep up their brilliant start as they were held by Germany to a 1-1 draw and then suffered to a 2-1 defeat to Japan on matchday three.  Spain's last-16 opponents Spain have finished runners-up in Group E which means they will face the toppers from Group F. Morocco emerged as group champions in that pool ahead of Croatia, which means Luis Enrique's men will take on the African nation for a place in the quarter-finals of the competition on Tuesday. The game will go ahead on December 6, 2022, at the Education City Stadium, and will kick off at 3pm GMT (10am ET). Spain's possible quarter-final opponents If Spain beat Morocco, they will face Portugal, who won Group H, or the runner-up of Group G (Brazil/Switzerland/Cameroon/Serbia). That quarter-final will take place at 3pm GMT (10am ET) on December 10, at the Al Thumama Stadium. Spain's possible semi-final opponents If Spain make it through to the semi-finals, they will face either England/Senegal or France/Poland. The semi-final will take place on December 14 at 7pm GMT (2pm ET) at the Al Bayt Stadium. Spain's possible World Cup final opponents It's difficult to predict exactly who Spain could face in a potential final but, they will meet a team from the other side of the bracket. Netherlands, United States, Argentina, Australia, Japan and Croatia are all potential opponents. There are also the winners of G or South Korea. The World Cup 2022 final will be played on December 18, 2022. The game kicks off at 3pm GMT (10am ET). Spain's route to the World Cup 2022 final Here are Spain's fixtures on the route to the World Cup 2022 final at a glance. Where to watch Spain World Cup games on TV & stream online BBC and ITV have the broadcast rights for the World Cup in the United Kingdom while FOX and Telemundo are broadcasting games live on TV in the United States. You can check GOAL's Soccer on U.S. TV listings here and the Football on UK TV listings here. How far do you think Spain will go in the World Cup? Let us know in the comments! 👇 Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" The United States men's national team has emerged from Group B and their performances have instilled plenty of belief that they can go even further at World Cup 2022. Gregg Berhalter's side managed to hold England - one of the tournament favourites - to a scoreless draw and showed tremendous nerve to overcome Iran and book their place in the knockout stage. They find themselves in the side of the knockout bracket that contains the Netherlands, who they play in the last 16, Argentina, Croatia and other heavyweights, but have enough quality of their own not to give way to trepidation. GOAL takes a look at the best USMNT players at Qatar 2022.",football
" The Brazilian Football Confederation (CBF) posted on social media a video of the players dancing and jumping as they travelled to the Lusail Iconic Stadium for their final group stage match against Cameroon. Chegamos, Copa do Mundo FIFA Qatar 2022! Daqui a pouco entramos em campo pra enfrentar Camarões!Vaaaaaaamos! pic.twitter.com/XkODgIKSPh THE BIGGER PICTURE: Brazil have every reason to be excited ahead of the match as they are already sure of a place in the last 16 of the tournament, having beaten Serbia and Switzerland in their opening two matches. A point against Cameroon is enough to ensure they finish as Group G winners. WHAT NEXT FOR BRAZIL? If Brazil take top spot in the group they will go on to meet South Korea in the next round. If they finish second, they will meet Portugal in the round of 16. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Spain failed to win Group E thanks to a three-minute second-half turnaround that was completed by a controversial Ao Tanaka goal. The result meant Spain scraped through to the knockout stages ahead of Germany on virtue of goal difference. The performance was a far cry from the one Spain produced in the 7-0 win over Costa Rica, and the coach admitted that his team's collapse left him ""annoyed"".  WHAT THEY SAID: He continued to vent his frustration, saying at a press conference: ""I have nothing to celebrate, I'm not at all happy. I wanted to be first in the group and win this match. I warned the players at half time that Japan would come out on top but we went into collapse mode. I repeat: I have nothing to celebrate."" THE BIGGER PICTURE: Despite his warranted concerns, Spain are through to the knockout stages for the second consecutive World Cup after failing to get out of the group stages in the 2014 edition. Granted, it wasn't as plain-sailing or as comfortable as they would have liked, but the job was done.  IN THREE PHOTOS:    WHAT NEXT FOR SPAIN? They face Morocco, who have been one of the tournament's surprise packages thus far, in the round of 16 as they look to put the disappointment of losing to Japan behind them. A win would see them into the last eight for the first time since their victory in 2010.  Which was the best World Cup winning team? Which was the best World Cup winning team?",football
