,title,description,article_text
63,PSG president Al-Khelaifi insists French giants don't have big January transfer window plans,Paris Saint-Germain president Nasser Al-Khelaifi has suggested the club will not make any signings in January.," WHAT HAPPENED? PSG are top of the French league after dropping just four points all season. The Parisians have one of the most star-studded line-ups in world football and are constantly adding to the squad to ensure they stay at that level. However, it doesn't look like they will be making any additions in January with president Al-Khelaifi seemingly rules out any signings. WHAT HE SAID: Speaking to L'Equipe about whether PSG are planning on making any additions in the new year, Al-Khelafi said: ""We'll see, but I don't think so. We don't ned anyone. We have to keep the same team. I think we have found a collective spirit and that we are well."" THE BIGGER PICTURE: After something of a spending spree in the summer, it's hard to see where Christophe Galtier's side may need any additions in the second half of the season. Improving on a front three of Lionel Messi, Neymar and Kylian Mbappe seems pretty impossible, while their defence and midfield is blessed with depth and quality not many other teams possess. PSG have previously been linked with now-free agent Cristiano Ronaldo, but a move now seems unlikely. IN THREE PHOTOS: WHAT NEXT FOR PSG? PSG are back in action on the December 28 when they face Strasbourg in Ligue 1. The fixture falls just 10 days after the World Cup final, in which many of their squad will hope to feature.  "
64,Who are are the Argentina's best players? Key performers to watch in World Cup 2022 knockout rounds,"A expected, La Albiceleste find themselves at the knockout stage. GOAL takes a look at their key players."," Argentina progressed into the 2022 World Cup knockouts by virtue of topping Group C, with Lionel Messi in all likelihood playing his last World Cup after almost lifting the trophy in 2014.  The first upset at the Qatar World Cup was, of course, the 2-1 defeat for Lionel Scaloni's men at the hands of Saudi Arabia despite Argentina taking the lead through Messi's penalty. However, the reigning Copa America champions bounced back with respective 2-0 wins over Mexico and Poland. GOAL takes a look at the best Argentina players at Qatar 2022."
65,"Brazil's route to World Cup 2022 final: Knockout stage opponents, dates & where to watch on TV","After exiting in the quarter-finals of World Cup 2018 and finishing as runners-up at Copa America 2021, the Selecao are gunning for glory in Qatar. "," Brazil have won the World Cup a record five times, and they are eying their sixth title in Qatar 2022. Tite's side finished runners-up at Copa America 2021 after being beaten by Argentina last summer but will be hoping to go one better on the global stage, having also reached the quarter-finals at the 2018 World Cup in Russia. What will Brazil need to do to become world champions for the first time since 2002? GOAL takes a look at the Selecao's potential route to the final. Brazil's World Cup group stage finish Brazil finished top of Group G with six points, with Switzerland coming in second place with equal points but an inferior goal difference. The five-time champions started strong by beating Serbia 2-0, then edged out Switzerland 1-0, but fell to Cameroon 1-0 on matchday three. Brazil's last-16 opponents Brazil have finished top of Group G which means they will face the runners-up from Group H. South Korea finished behind Portugal in that pool, which means Brazil will face the Taegeuk Warriors for a place in the quarter-finals of the competition on Monday. The game will go ahead on December 5, 2022 at Stadium 974. The game is set to kick off at 7pm GMT (2pm ET). Brazil's possible quarter-final opponents If Brazil beat South Korea, they will face the winner of the round of 16 clash between Croatia and Japan.  That quarter-final will take place at 3pm GMT (10am ET) on December 9, at the Education City Stadium. Brazils's possible semi-final opponents If Brazil make it through to the semi-finals, they will face either the winners of Argentina/Australia or Netherlands/USMNT.  The semi-final will take place on  December 13 at 7pm GMT (2pm ET) at Lusail Stadium. Brazil's possible World Cup final opponents Brazil will meet a team from the other side of the bracket. England/Senegal, Spain/Morocco, France/Poland and Portugal/Switzerland are all potential opponents.  The World Cup 2022 final will be played on December 18, 2022. The game kicks off at 3pm GMT (10am ET). Brazil's route to the World Cup 2022 final Here's Brazil's fixtures on the route to the World Cup 2022 final at a glance. Where to watch Brazil World Cup games on TV & stream online BBC and ITV have the broadcast rights for the World Cup in the United Kingdom, while FOX and Telemundo are broadcasting games live on TV in the United States. You can check GOAL's Soccer on U.S. TV listings here and the Football on UK TV listings here. How far do you think Brazil will go in the World Cup? Let us know in the comments! 👇 Which was the best World Cup winning team? Which was the best World Cup winning team?"
66,'I told him to shut up' - Ronaldo explains furious reaction to substitution in Portugal's World Cup defeat to South Korea,"Cristiano Ronaldo has insisted that his angry reaction to being substituted against South Korea was aimed at an opponent, not the Portugal manager."," WHAT HAPPENED? The Portuguese media had quoted Ronaldo mumbling ""You're in a f*cking hurry to sub me off"" before leaving the pitch, but the former Manchester United man later clarified that the reaction was directed towards an opposing player and not manager Fernando Santos for taking him off in the 65th minute. WHAT THEY SAID: Speaking to reporters, Ronaldo said: ""The Korean player was telling me to leave quickly and I told him to shut up because he has no authority. There is no need for controversy. It's the heat of the match. Whatever happens, things always stay on the pitch. The most important thing is that we have to be united. We are in the next phase. Not only the players, but also the Portuguese people have to be confident."" THE BIGGER PICTURE: Portugal qualified for the knockout stage as group winners despite losing to South Korea 2-1 in the final group game. IN THREE PHOTOS:    WHAT NEXT FOR PORTUGAL & RONALDO: Fernando Santos' side next face Switzerland in the round of 16 on December 6, and Ronaldo will hope to start and play the full 90 minutes. Which was the best World Cup winning team? Which was the best World Cup winning team?"
67,Italy 1982 World Cup squad - Who were the players behind Azzurri glory and where are they now?,"The 1982 World Cup in Spain offered plenty of entertainment, with the Italians eventually going on to lift the trophy"," Italy sealed their third World Cup in 1982 after a 44-year wait, but it was by no means an easy run for the Azzurri. Unimpressive in the first group stage with three draws, Italy sprang into life in the second group stage with wins over Argentina and Brazil [thanks to a Paolo Rossi hat trick].  Two more goals from Rossi saw Poland dismissed in the semis before the final victory at the Santiago Bernabeu in Madrid. Rossi, Marco Tardelli and Alessandro Altobelli were on target for the Italians, while Paul Breitner scored the consolation goal for Germany. Who were part of Italy's squad and what happened to them after their World Cup heroics?"
68,'We got along great!' - The story of Diego Forlan and the Jabulani match ball at South Africa 2010,"The Uruguay legend wrote his name into World Cup history by mastering the quirks of an adidas ball that Luis Fabiano had labelled ""very weird""."," The first World Cup to ever take place in Africa was marked with adidas’ release of the Jabulani match ball, which included eight spherically moulded panels designed to drastically improve aerodynamics. The Zulu word for Jabulani means “rejoice”, but it's fair to say it wasn't warmly received. Italy goalkeeper Gianluigi Buffon described the ball as “absolutely inadequate”, while Brazil striker Luis Fabiano labelled it ""very weird"". ""All of a sudden, it changes trajectory on you,"" the latter explained. ""I think it’s supernatural, it’s very bad.”  However, one man embraced the Jabulani's physics-defying potential right from the off. “Three months before the 2010 World Cup, Diego Forlan asked adidas to send him a Jabulani ball,"" the striker's former Uruguay team-mate Sebastian Abreu told El Observador in 2020. ""At Atletico Madrid, he stayed after the training, practising moves with the ball in motion and free-kicks.” That extra practice paid off in Uruguay’s second group game, against tournament hosts South Africa, with Forlan scoring twice in a 3-0 win. His first goal silenced the vuvuzelas inside a rocking Nelson Mandela Bay Stadium, as he picked the ball up some 30 yards from goal before letting fly. The ball swooped and swerved in multiple directions on its way to the back of the net and left the South African keeper rooted to the spot.  It would prove a sign of things to come. Uruguay's quarter-final clash with Ghana is obviously best remembered for Luis Suarez's infamous handball, which denied The Black Stars what would have been an extra-time winner. However, it was also a game in which Forlan's due diligence would be once again rewarded in spectacular fashion. With the Celeste 1-0 down 10 minutes into the second half, the former Manchester United forward stepped up to take a free-kick on the far left of the box. Forlan lashed the ball home with unerring confidence to change the momentum of a game that ended in a shootout victory for Uruguay. That controversial victory earned the Celeste a heavyweight semi-final tie against a free-scoring Netherlands outfit led by Robin van Persie. Giovanni van Bronckhorst produced a stunning, Forlan-esque strike from distance to put the Dutch in front. However, the man himself refused to be overshadowed and underlined his status as the most consistent ball-striker at the tournament with another sensational effort to draw Uruguay level just before the break, finding the top corner with his weaker left foot. Oscar Tabarez’s side ended up losing 3-2, though, and were beaten by the same scoreline in their third-place play-off with Germany. However, Forlan continued to showcase his mastery of the match ball, scoring another screamer to seal the Golden Boot, after cleverly volleying the ball into the ground and past Germany No.1 Oliver Kahn. The striker’s fifth goal at the finals ended up being voted the best of the tournament, controversially pipping Van Bronckhorst’s semi-final piledriver to the title, and capped one of the most remarkable individual World Cup showings of all time. Forlan was also presented with the Golden Ball as the tournament’s best player, ahead of Wesley Sneijder and David Villa, as a just reward for the way he was able to tame the Jabulani like no other. Conspiracy theories abounded. Some claimed that Forlan had inside information on how to get the most out of the Jabulani, while others suggested the ball was actually under remote control. The Uruguay legend set the record straight during an interview with Between the Lines in April, backing up Abreu's story. ""There are no mysteries here. A lot of practice, a lot of training and again a lot of practice,"" he said. ""I got lucky and [the Jabulani] behaved very well back then. And we got along great!"" Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?"
69,"Muller and Neuer out, Moukoko and Wirtz in: How will Germany line up at the 2026 World Cup?","After two successive group-stage exits, the four-time winners will now be looking to a new generation of players to take them forward."," The champions' curse was only meant to last for one World Cup! Germany thought they were done with embarrassment on the global stage after their groups-stage exit in 2018, but the football gods had other plans for Hansi Flick's team in Qatar. Germany's loss to Japan in their opening game ultimately cost them this time around, and the 2014 winners have now backed that up by falling at the first hurdle in each of the next two tournaments. Factor in their last-16 exit at Euro 2020, and it has not been a stellar run for German football, meaning there is immense pressure on Flick to restore one of the sport's most decorated international teams to their former glories, and quickly. Germany, of course, are the hosts of the next European Championship in 2024, and so the clock is already ticking on making sure they are able to challenge for more silverware on home soil. But what about the next World Cup? The likes of Manuel Neuer and Thomas Muller have surely graced the tournament for the final time, so how will the team look when the United States, Canada and Mexico host in three-and-a-half years' time? GOAL has had a go at figuring it all out..."
70,Gakpo to the Premier League! Which club needs the Netherlands’ World Cup star most?,"The £50 million-rated PSV Eindhoven forward is wanted by a host of clubs, including Manchester United..."," It’s fair to say that Cody Gakpo has lived up to his billing so far at the 2022 World Cup. With three goals in three games – one with his head, one with his left-foot and one with his right – the Netherlands forward has been one of the stars of the group stage, and he will be looking to continue his scoring form as the Oranje take on the USA in the last 16 on Saturday. Gakpo arrived into the tournament with a reputation as one of the up-and-coming stars of European football and the 23-year-old’s performances for PSV Eindhoven this season, where he has been directly involved in 29 goals in all competitions, have attracted the attention of a host of clubs across the continent. That interest will only strengthen given his showings in Qatar, with rumours already circulating that a January move could be in the offing.  But where might he end up? Who can afford him, who needs him the most and who is likeliest to make their move? GOAL runs through the options…"
71,'They don't respect us!' - Suarez lashes out at Uruguay critics after dramatic World Cup exit in Qatar,Luis Suarez has hit out at Uruguayan critics on Instagram following their elimination from the 2022 World Cup group stage.," WHAT HAPPENED? Despite winning 2-0, Suarez and Uruguay were dumped out of the World Cup on Friday after South Korea beat Portugal 2-1, meaning the Asian nation qualified on goals scored. Suarez posted on social media following the defeat, slamming critics of his country following their exit.WHAT HE SAID: ""Saying goodbye to a World Cup hurts a lot, but we have the peace of mind that we left everything for our country,"" Suarez said on Instagram. ""Proud to be URUGUAYAN although they DON'T RESPECT US. Thanks to each of the Uruguayans who supported us in every part of the world!"" THE BIGGER PICTURE: As he often is, Suarez has been the centre of attention this week for his comments regarding Asamoah Gyan's missed penalty in the 2010 World Cup quarter-finals. Suarez controversially 'saved' a goal-bound shot, resulting in a penalty and a red card for himself, however Gyan missed the spot-kick and Uruguay eventually defeated Ghana on penalties. Suarez claimed this week that it was not his fault that Ghana were eliminated, as he did not miss the penalty. IN TWO PHOTOS:  It was a real rollercoaster of emotions for Suarez on Friday afternoon... WHAT NEXT FOR SUAREZ? After his World Cup elimination, Suarez's attention will now turn to finding another club after leaving Nacional in his home country. The 35-year-old is rumoured to be keen on a move to MLS. Which was the best World Cup winning team? Which was the best World Cup winning team?"
72,"Where to watch World Cup 2022 matches live in UK: TV, online streaming & channels",Find out where you can watch the rest of the 2022 World Cup action," With a unique change to the footballing calendar already gripping the nation, fans may be wondering what the easiest way to consume the 2022 Qatar World Cup is. If you reside in the UK, you have the chance to view every single upcoming fixture for free, both online and via freeview television. Between BBC and ITV, you will be able to digest every single minute of the action. Due to streaming platforms, as was the case in 2018, viewers will be able to watch at a time and place of their convenience. Kick-off times for games will range from 10am to 7pm GMT throughout the day. Here, GOAL provides you with all the information you need to start your World Cup festive football binge. TV schedule for all 2022 World Cup group games World Cup on BBC: Channel & pundits The BBC will air 33 live matches across the 28-day tournament in Qatar, including the final. As always, they will offer a whole host of presenters, commentators, and pundits. Some of the notable on-screen members include Gary Lineker, Gabby Logan, Alan Shearer, Rio Ferdinand, Micah Richards, Alex Scott, Vincent Kompany, Laura Georges, Gilberto Silva and others. In the gantry, the BBC call on some of their most trusted commentators. Just some of the voices behind the action will be Guy Mowbray, Jonathan Pearce, Robyn Cowen, Simon Davies and Vicki Sparks. Co-commentary will see the likes of Karen Bardsley, Dion Dublin, Maz Farookhi, Martin Keown and Clinton Morrison have their say. Freeview 101 Sky 101 Virgin Media 101 BT 1 BBC iPlayer BBC coverage will also be available through their online streaming platform. Viewers will need to follow a few straightforward steps to access match action. Fans will need to log in to their BBC iPlayer account (or register for one if needed) before they can start watching. A valid email address is needed to confirm registration, plus an acknowledgement of a TV license. You can find a link to BBC iPlayer here. World Cup on ITV: Channel & pundits To supplement the 32 live matches that will be aired, ITV will be providing coverage and content across their social platforms. They too have an impressive broadcasting lineup. The main presenters, Mark Pougatch, Laura Woods and Seema Jaswal have returned to viewers’ screens. From a punditry perspective, the likes of Ian Wright, Roy Keane, Gary Neville, Karen Carney, Graeme Souness, Joe Cole, Eniola Aluko, Nigel De Jong, Nadia Nadim and Hal Robson-Kanu, are all taking to the stage. Commentary will come from Sam Matterface, Clive Tyldesley, Jon Champion, Seb Hutchinson, Joe Speight and Tom Gayle supported by co-commentators Lee Dixon, Ally McCoist, John Hartson and Andros Townsend. Freeview 3 Sky 103 Virgin Media 103 BT 103 ITVX (previously ITV Hub) Newly launched (replacing ITV Hub) in time for the World Cup, viewers that prefer to stream the games online can catch all the drama here as well. Similarly, fans will need to log in to or create a streaming account with additional questions over proof of age. You can find a link to ITVX here. Which was the best World Cup winning team? Which was the best World Cup winning team?"
73,World Cup team of the tournament so far: From Maguire to Mbappe,There have been stand out performers during the opening fortnight of Qatar 2022 - but who makes GOAL's group stage XI?," The World Cup group stages are over and what a wild ride it has been. Qatar 2022 has been the tournament of shocks, with the likes of Morocco and Japan stealing the show and former powerhouses such as Germany and Belgium being sent packing. But what players have been the stand out performers during the opening fortnight? We asked some of GOAL’s writers to come up with the World Cup group stage XI.  Using a 4-2-3-1 formation, this is what they have gone for..."
74,"Ultimate USMNT Dream Team: Donovan and Pulisic in, Altidore out",GOAL takes a look at the best players to feature for the Stars and Stripes," The U.S. men's national team has had a complicated history, as it truly took some time for the sport to catch on in America.  But it's fair to say that soccer in America is on the rise thanks to the contributions of several stars across a number of different eras. From trailblazers like Tab Ramos to icons like Landon Donovan and Clint Dempsey and even modern stars like Christian Pulisic, the U.S. has no shortage of players to choose from. But who makes it into the USMNT's ultimate dream XI?"
75,"Ultimate Argentina dream team - Maradona & Messi in, Caniggia out","Some all time greats have played for Argentina, but only the best of the best can make their dream XI!"," Argentina have not just produced some of the greatest footballers the world has ever seen, but they are also one of the most successful national teams around in the game. There were obviously the 1978 and 1986 World Cup wins, but they have also lifted the Copa America on 15 occasions! The players behind those successes? Well, how about Mario Kempes? Or Diego Maradona? Or Lionel Messi? Yes, that is the level of players we are talking about here. Absolute global superstars. Who make their best-ever XI, though? Let's take a look at the ultimate Argentina dream team!"
76,World Cup 2022 Power Rankings: Argentina return to the top three as Spain and Portugal slide,"The group stages in Qatar are over, with some of the pre-tournament favourites already out, but how do the last 16 teams stack up against each other?"," Given its timing and its setting, the 2022 World Cup promised to be an edition like no other, and the group-stages certainly provided plenty of drama and surprises. The likes of Germany and Belgium have already made their way back home, while there is a truly global feel to the teams in the knockout stages after record-breaking campaigns for African and Asian countries. But who are now the favourites to lift the trophy as we head into the last 16? Having ranked all the contenders throughout the build-up to the tournament, here's how GOAL sees it now... (Last updated: November 29. Teams eliminated: Ecuador, Iran, Wales, Tunisia, Denmark, Mexico, Saudi Arabia, Belgium, Germany, Costa Rica, Uruguay, Ghana, Cameroon & Serbia.)"
77,"Ultimate Netherlands dream team - Cruyff & Van Basten in, Bergkamp out","Some of the greatest players in history have played for Netherlands, but only so many can make our all-time Dutch XI.."," One of the most revered national teams in the world, Netherlands have produced some of the greatest footballers of all time. Superstars such as Johan Cruyff and Marco van Basten are evergreen legends of the game, while someone like Arjen Robben achieved huge success at an international level In the modern day. The Dutch are widely regarded as one of the most unluckiest international teams around in the game, having appeared in three World Cup finals, but without ever lifting the coveted trophy. They did once enjoy success at a European level, however, as they beat USSR 2-0 in the final of Euro 1988.   Today, it's time to take a look at which players make it into their all-time best XI!"
78,"How to watch World Cup 2022 on ITV: Channel, online streaming & every live game listed","Where to catch all the drama on ITV, which games will be aired and what you can expect from their coverage"," ITV have the rights to 32 live matches at the Qatar World Cup and will share the entirety of the broadcasting schedule with the BBC. As ever, ITV will endeavour to bring full coverage to UK screens over the 28-day tournament in Qatar.   Alongside the matchday action, ITV will be providing footage across the network’s social platforms. You will be able to consume content through Twitter, Facebook, Instagram, TikTok and YouTube. Matches will be available to fans on TV and through their streaming platform ITVX.  Which World Cup games will be shown on ITV? A full scheduling list cannot yet be confirmed by ITV.  They have the first and second pick of the last 16 matches and the first pick of the quarterfinals. ITV will also broadcast one of the semi-finals and the final.  For the group phase, ITV has secured broadcasting rights for the following 24 games. What will ITV’s World Cup coverage be like?  Outside of the 90-minute broadcast, viewers will be guided through the play with matchday analysis and comprehensive reporting, which will encompass pre and post-match air time. If fans can’t watch events unfold at the time, the channel is offering match-by-match daily highlights on ITVX. This is in addition to their highlights show, ‘World Cup Daily’, which offers a full round-up. On-camera events will be led by main presenters Mark Pougatch, Laura Woods and Seema Jaswal.  ITV will also call on Peter Walton for referee analysis during the World Cup, who will be providing some context to on-field decision-making. Which pundits will feature in ITV’s World Cup line-up? Aside from the presenters, ITV will offer also offer many of the football’s most loved former players to UK screens. Expert analysis will come from Ian Wright, Roy Keane, Gary Neville, Karen Carney, Graeme Souness, Joe Cole, Eniola Aluko, Nigel De Jong, Nadia Nadim and Hal Robson-Kanu.  Who will be on World Cup commentary for ITV games? ITV have named some of their most trusted voices to narrate the tournament. Sam Matterface, Clive Tyldesley, Jon Champion, Seb Hutchinson, Joe Speight and Tom Gayle. Lee Dixon, Ally McCoist, John Hartson and Andros Townsend. This will be supplemented by ongoing tournament reporting from Gabriel Clarke, Michelle Owen and Celina Hinchcliffe. Where can viewers find ITV? Here is a list of providers and channel numbers. Where can viewers find ITVX (Previously ITV Hub) Launched just in time for the World Cup, viewers that prefer to stream the games online can catch all their World Cup games here. Fans will need to log in to or create a streaming account with additional questions over proof of age. You can find a link to ITVX here. Which was the best World Cup winning team? Which was the best World Cup winning team?"
79,"Ultimate Australia dream team - Cahill & Kewell in, Jedinak out",Some great players have represented Australia over the years and here's their best-ever XI!," Australia have achieved something no other team can claim as they are the only national team to have won continental champions with two confederations, the OFC Nations Cup and the AFC Asian Cup. The Socceroos have also participated in the World Cup on six occasions following their Qatar 2022 opener against France, having previously featured in 1974, 2006, 2010, 2014, 2018. The 2015 Asian Cup winners have seen a wealth of talent represent them over the years, with the likes of Harry Kewell, Mark Viduka and Tim Cahill arguably their biggest stars ever. But what does their greatest-ever XI look like? Let's take a look!"
80,"How to watch World Cup 2022 on the BBC: Channel, online streaming & every live game listed","How to catch the action on the BBC, which games will be aired and what you can expect from their coverage of the World Cup"," As is tradition, the BBC will be broadcasting many matches in this World Cup. In all, they will screen 33 live fixtures across 28 days in Qatar. They will share the entirety of the broadcasting schedule with ITV. UK-based supporters will have free access to watch all the drama unfold, so long as they are covered by a TV licence. Fans will also benefit from the flexibility of their streaming service, BBC iPlayer, with the option to watch live or later at their convenience. In this article, we give you a breakdown of what to expect from the BBC over the coming weeks of football. Which World Cup games will be shown on the BBC? While an exhaustive list of matches is yet to be confirmed for the knockout rounds, 24 group-stage fixtures have been announced. BBC will have the first pick of the semi-finals in the tournament, alongside three last-16 encounters, two quarter-finals, and the World Cup Final on December 18. Here is the BBC’s World Cup group stage schedule. What will the BBC World Cup coverage be like?   Match of the day mainstay and ex-England player Gary Lineker will serve as one of two lead presenters for the tournament. The other is Gabby Logan, who won broadcast sports presenter of the year in 2022. Match of the day 2 presenter, Mark Chapman, will also share hosting duties. As always, the BBC will supplement the action on the pitch with a panel of some of the sport’s most iconic names as part of their pre and post-match analysis package. Highlights of non-live fixtures will also be available on BBC One and iPlayer throughout the tournament. The BBC Sport YouTube channel will also screen match highlights. Aside from the live matches, fans can also expect documentaries, news coverage and podcasts. To keep viewers up to date (that are on the move) pundits will provide behind-the-scenes content on BBC’s various social platforms.  Which pundits will feature in BBC’s World Cup line-up? BBC routinely pull some of the most well-known footballing stars out of the hat for World Cups. This tournament will be no different. Joining Lineker, Logan and Chapman will be a whole host of former players. Alan Shearer, Rio Ferdinand, Jermaine Jenas, Micah Richards and Alex Scott with Danny Gabbidon, Ian Rush and Ashley Williams will all feature. Additionally, the likes of Vincent Kompany, Didier Drogba, Laura Georges, Jürgen Klinsmann, Mark Schwarzer, Gilberto Silva and Pablo Zabaleta will also be on hand to provide their insight. Who will be on World Cup commentary for BBC games? The BBC has named an experienced off-camera team to provide match commentary. Guy Mowbray, Steve Wilson, Jonathan Pearce, Steve Bower, Robyn Cowen, Alistair Bruce Ball, Simon Davies, Ian Dennis, Pien Meulensteen, Conor McNamara, John Murray, Mark Scott and Vicki Sparks. Karen Bardsley, James Collins, Dion Dublin, Maz Farookhi, Danny Gabbidon, Jermaine Jenas, Martin Keown, Jayne Ludlow, Clinton Morrison, Danny Murphy, Robbie Savage, Peter Schmeichel and Stephen Warnock. Where can viewers find BBC One? Here is a list of providers and channel numbers. Where can viewers find BBC iPlayer? BBC coverage will also be available through their online platform, for those who prefer to stream games. It is worth remembering that viewers will need to follow a few steps to access match action. Fans will need to log in to their BBC iPlayer account (or register for one if needed) before they can start watching. A valid email address is needed to confirm registration, plus an acknowledgement of a TV licence. You can find a link to BBC iPlayer here. Which was the best World Cup winning team? Which was the best World Cup winning team?"
81,"Argentina World Cup 2022 squad, predicted line-up versus Australia and star players",Who might be picked by Argentina boss Lionel Scaloni in the starting XI against Australia?," After their Copa America triumph, Argentina clinched the Finalissima 2022 trophy by beating Italy and are currently among the favourites to lift the World Cup come December. Lionel Scaloni has got the team working as a unit and Lionel Messi is in good form in the attacking third. After a shock defeat to Saudi Arabia in their opener, they have bounced back strongly with wins against Mexico and Poland to finish top of Group C and progress to the round of 16.  The Albiceleste will face Australia in the next round and if they play to their potential they should get to the quarter-finals.  Here are the players that Scaloni has selected for the tournament proper and how they could line up against the Socceroos.  ALSO READ: World Cup 2022 Group C: Fixtures, results, standings, squads & full details"
82,"Australia World Cup 2022 squad, predicted line-up versus Argentina and star players",Who will Socceroos boss Graham Arnold pick for their round of 16 clash against Argentina?," Australia are getting ready for their first round of 16 appearance since 2006 in the World Cup as they are set to face the mighty Argentina. The Socceroos' best performance in the competition is getting to the round of 16 in Germany in 2006.  They will be hoping to do better this time around after beating Tunisia and Denmark in the group stages.  Head coach Graham Arnold will be relying on experienced players such as Mathew Ryan and Aaron Mooy to lead the way, but there are some exciting youngsters coming through as well who could make an impact. ALSO READ: World Cup 2022 Group D: Fixtures, results, standings, squads & full details"
83,"Senegal World Cup 2022 squad, predicted line-up versus England and star players","Senegal are through to the last 16 of the World Cup, but who is available to Aliou Cisse for the round of 16 clash against England?"," Senegal qualified for their first-ever FIFA World Cup in 2002 and instantly made an impact, beating holders France on their way to the round of 16. They then failed to make it to the World Cup again until 2018, but are now making their third appearance at the showpiece event after ousting Mohamed Salah's Egypt in the qualifiers. They picked up two consecutive victories against Qatar and Ecuador respectively in the group stage to qualify for the round of 16. Now they are set to face England on Sunday in the battle for a quarter-final berth.  Not a straightforward encounter by any means, but head coach Aliou Cisse will hope that the AFCON champions will ride on experience and squad depth to negotiate it successfully. "
84,USMNT World Cup 2022 roster: Predicted lineup vs Netherlands and star players,GOAL breaks down the USMNT squad ahead of the knockout rounds," The USMNT is at the World Cup for the 11th time in their history, back after they failed to qualify for the 2018 edition in Russia altogether. Gregg Berhalter and his men will be desperate to make amends for that performance by going far in Qatar and they sure have the talent to spring a surprise. They've already cleared the first hurdle, escaping from a group that included England, Wales and Iran. And they escaped without a loss, making them one of only five teams at this World Cup to avoid tasting defeat so far. Their reward? A match against one of the other five: the Netherlands. It will be a tough test for a young U.S. group that will still have reason to believe after, at times, dominating in the group stage. ALSO READ: World Cup 2022 Group B: Fixtures, results, standings, squads & full details"
85,Which teams have qualified for World Cup 2022 knockout stage?,Let's take a look at the teams that have already booked their ticket for the round of 16 now that we're nearing the end of the group stages," There is no denying that it has been an exciting start to the 2022 World Cup, with plenty of surprises and spectacular encounters on show in the first two matchdays of the group stages. There was Saudi Arabia's shock win over Argentina, Germany throwing away a one-goal lead versus Japan and Belgium losing to Morocco to name just a few upsets. And there has been no shortage of goals either, with Spain smashing seven past Costa Rica, Cameroon and Serbia playing out a hugely entertaining 3-3 draw and England hammering Iran 6-2. But the question on everyone's mind as we enter matchday three is what all that means for the knockout stages and which teams have already secured progress to the round of 16. Qualified for World Cup round of 16 Netherlands topped Group A, with Senegal coming second ahead of Qatar and Wales. England and the USMNT advance from Group B, while Lionel Messi inspired Argentina to the top of Group C after their opening-game upset against Saudi Arabia. Poland join the Albiceleste as Group C runners-up. France and Australia qualified from Group D, while Morocco sprung an upset on Belgium in Group E and topped the table, with Croatia advancing as the runners-up. Japan were shock winners of Group F, topping the table ahead of Spain and Germany, with Hansi Flick's side bowing out. Portugal qualified as winners of Group H, with South Korea clinching second place ahead of Uruguay. Brazil, meanwhile, won Group G ahead of Switzerland. World Cup 2022 round of 16 fixtures The World Cup 2022 round of 16 begins on December 3. With eight matches to be decided, two games a day are played on December 3, 4, 5 and 6. Date KO time (local) Fixture Venue Dec. 3 18:00 Netherlands vs USA (match 49) Khalifa International Stadium Dec. 3 22:00 Argentina vs Australia (match 50) Ahmad Bin Ali Stadium Dec. 4 18:00 France vs Poland (match 52) Al Thumama Stadium Dec. 4 22:00 England vs Senegal (match 51) Al Bayt Stadium Dec. 5 18:00 Japan vs Croatia (match 53) Al Janoub Stadium Dec. 5 22:00 Brazil vs South Korea (match 54) Stadium 974 Dec. 6 18:00 Morocco vs Spain (match 55) Education City Stadium Dec. 6 22:00 Portugal vs Switzerland (match 56) Lusail Iconic Stadium"
86,'Free as a bird' - Piers Morgan reveals what Cristiano Ronaldo text him following Man Utd exit,"Piers Morgan has revealed that Cristiano Ronaldo sent him a text message saying he feels ""free as a bird"" following his exit from Manchester United."," WHAT HAPPENED? Morgan exchanged a number of messages with the Portugal star, with both joking about his feeling of freedom after leaving the Manchester club. The TV host, whose interview helped Ronaldo get ejected from United, also thought rumours of a Saudi transfer were premature. WHAT THEY SAID: ""I texted Cristiano a GIF of William Wallace in Braveheart shouting: 'Freedom!',"" Morgan revealed. “He thought that was a perfect summation of how he felt. ‘Free as a bird’ was his response."" On reports of a blockbuster move to Saudi Arabian club Al-Nassr, Morgan responded: ""He thinks that if he does well at this World Cup, he’ll get what he really wants, which is a club in the Champions League that extends his record and his legacy. It’s not about money at this stage of his career. It comes down to a burning desire to play football at the highest level, to break records and win trophies. And he has done that in more countries than any other player in history."" THE BIGGER PICTURE: While Ronaldo may be eyeing a move to one of Europe's top teams, his performances at the World Cup aren't helping his chances. A record-breaking opening day penalty caught the headlines, but since then the 37-year-old has underwhelmed, and was personally responsible for South Korea's equaliser against Portugal as they recorded a famous comeback victory on Friday. IN TWO PHOTOS: DID YOU KNOW? Ronaldo has attempted exactly 100 shots at World Cup tournaments, the first player to reach this total since full shot data is available (1966). WHAT NEXT FOR RONALDO? Despite defeat on matchday three, Portugal still progressed as Group H winners, meaning they will go on to play Switzerland in the last 16 on Tuesday. Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?"
